lime_tha,yield_resp,yield_resp_lo,yield_resp_hi,crop,lime_price,price_ratio_obs,r_p,profit,profit_lo,profit_hi
2,0.3877,0.3169,0.4585,Beans,111.38584474885845,4.052001145095452,4.75,-17.646302454337903,-55.10536204337898,19.812757134703222
2,0.3877,0.3169,0.4585,Beans,111.38584474885845,4.052001145095452,5,-6.850229452054807,-46.28081849315068,32.580359589041095
2,0.3877,0.3169,0.4585,Beans,111.38584474885845,4.052001145095452,5.25,3.945843550228315,-37.45627494292236,45.34796204337901
2,0.3877,0.3169,0.4585,Beans,111.38584474885845,4.052001145095452,5.5,14.741916552511388,-28.631731392694064,58.11556449771689
2,0.3877,0.3169,0.4585,Beans,111.38584474885845,4.052001145095452,5.75,25.537989554794507,-19.80718784246574,70.88316695205481
2,0.3877,0.3169,0.4585,Beans,111.38584474885845,4.052001145095452,6,36.33406255707763,-10.98264429223742,83.65076940639273
2,0.3877,0.3169,0.4585,Beans,111.38584474885845,4.052001145095452,6.25,47.1301355593607,-2.1581007420091236,96.4183718607306
2,0.3877,0.3169,0.4585,Beans,111.38584474885845,4.052001145095452,6.5,57.926208561643826,6.666442808219173,109.18597431506852
2,0.3877,0.3169,0.4585,Beans,111.38584474885845,4.052001145095452,6.75,68.72228156392694,15.490986358447495,121.9535767694064
2,0.3877,0.3169,0.4585,Beans,111.38584474885845,4.052001145095452,7,79.51835456621002,24.315529908675817,134.72117922374431
2,0.3877,0.3169,0.4585,Beans,111.38584474885845,4.052001145095452,7.25,90.31442756849314,33.14007345890414,147.48878167808218
2,0.3877,0.3169,0.4585,Beans,111.38584474885845,4.052001145095452,7.5,101.11050057077627,41.96461700913241,160.25638413242012
2,0.3877,0.3169,0.4585,Beans,111.38584474885845,4.052001145095452,7.75,111.90657357305933,50.78916055936073,173.02398658675799
2,0.3877,0.3169,0.4585,Beans,111.38584474885845,4.052001145095452,8,122.70264657534246,59.61370410958905,185.7915890410959
2,0.3877,0.3169,0.4585,Beans,111.38584474885845,4.052001145095452,8.25,133.49871957762556,68.43824765981738,198.55919149543382
2,0.3877,0.3169,0.4585,Beans,111.38584474885845,4.052001145095452,8.5,144.29479257990866,77.26279121004569,211.3267939497717
2,0.3877,0.3169,0.4585,Beans,111.38584474885845,4.052001145095452,8.75,155.09086558219178,86.08733476027398,224.09439640410957
2,0.3877,0.3169,0.4585,Beans,111.38584474885845,4.052001145095452,9,165.8869385844749,94.91187831050229,236.8619988584475
2,0.3877,0.3169,0.4585,Beans,111.38584474885845,4.052001145095452,9.25,176.68301158675797,103.73642186073062,249.6296013127854
2,0.3877,0.3169,0.4585,Beans,111.38584474885845,4.052001145095452,9.5,187.4790845890411,112.56096541095893,262.39720376712336
2,0.3877,0.3169,0.4585,Beans,111.38584474885845,4.052001145095452,9.75,198.27515759132422,121.38550896118721,275.16480622146116
2,0.3877,0.3169,0.4585,Beans,111.38584474885845,4.052001145095452,10,209.07123059360728,130.21005251141554,287.9324086757991
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,0.5,-252.93497625570774,-257.451672260274,-248.41828025114154
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,0.75,-240.1701584474886,-246.9452024543379,-233.39511444063925
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,1,-227.40534063926938,-236.43873264840184,-218.37194863013698
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,1.25,-214.64052283105022,-225.93226284246575,-203.3487828196347
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,1.5,-201.87570502283106,-215.42579303652968,-188.3256170091324
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,1.75,-189.11088721461186,-204.91932323059362,-173.3024511986301
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,2,-176.3460694063927,-194.41285342465753,-158.27928538812785
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,2.25,-163.58125159817354,-183.90638361872146,-143.25611957762555
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,2.5,-150.81643378995435,-173.3999138127854,-128.2329537671233
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,2.75,-138.05161598173515,-162.8934440068493,-113.209787956621
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,3,-125.28679817351598,-152.38697420091322,-98.18662214611871
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,3.25,-112.5219803652968,-141.88050439497715,-83.16345633561644
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,3.5,-99.75716255707765,-131.3740345890411,-68.14029052511415
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,3.75,-86.99234474885846,-120.86756478310501,-53.11712471461189
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,4,-74.22752694063928,-110.36109497716893,-38.0939589041096
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,4.25,-61.462709132420095,-99.85462517123287,-23.070793093607307
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,4.5,-48.69789132420094,-89.34815536529679,-8.047627283105015
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,4.75,-35.93307351598173,-78.84168555936073,6.9755385273972275
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,5,-23.168255707762576,-68.33521575342465,21.998704337899518
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,5.25,-10.403437899543372,-57.82874594748858,37.02187014840181
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,5.5,2.3613799086757865,-47.32227614155248,52.0450359589041
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,5.75,15.126197716894943,-36.81580633561641,67.0682017694064
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,6,27.89101552511415,-26.309336529680337,82.09136757990869
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,6.25,40.655833333333305,-15.802866723744264,97.11453339041093
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,6.5,53.42065114155251,-5.296396917808193,112.13769920091322
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,6.75,66.18546894977167,5.21007288812788,127.16086501141551
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,7,78.95028675799082,15.716542694063952,142.18403082191782
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,7.25,91.71510456621003,26.223012500000024,157.2071966324201
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,7.5,104.4799223744292,36.729482305936095,172.23036244292234
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,7.75,117.2447401826484,47.235952111872166,187.25352825342463
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,8,130.00955799086756,57.74242191780824,202.27669406392693
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,8.25,142.7743757990867,68.24889172374431,217.29985987442922
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,8.5,155.53919360730592,78.75536152968039,232.3230256849315
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,8.75,168.30401141552514,89.26183133561645,247.3461914954338
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,9,181.06882922374425,99.76830114155253,262.3693573059361
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,9.25,193.83364703196344,110.2747709474886,277.3925231164384
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,9.5,206.59846484018266,120.78124075342467,292.41568892694056
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,9.75,219.36328264840176,131.28771055936073,307.43885473744285
2.5,0.4584,0.3773,0.5395,Beans,111.38584474885845,4.052001145095452,10,232.12810045662096,141.79418036529682,322.46202054794514
3,0.5187,0.4302,0.6072,Beans,111.38584474885845,4.052001145095452,0.5,-305.2696154109589,-310.19843904109587,-300.3407917808219
3,0.5187,0.4302,0.6072,Beans,111.38584474885845,4.052001145095452,0.75,-290.82565599315063,-298.2188914383562,-283.4324205479452
3,0.5187,0.4302,0.6072,Beans,111.38584474885845,4.052001145095452,1,-276.38169657534246,-286.2393438356164,-266.5240493150685
3,0.5187,0.4302,0.6072,Beans,111.38584474885845,4.052001145095452,1.25,-261.93773715753423,-274.25979623287674,-249.61567808219178
3,0.5187,0.4302,0.6072,Beans,111.38584474885845,4.052001145095452,1.5,-247.49377773972597,-262.280248630137,-232.70730684931505
3,0.5187,0.4302,0.6072,Beans,111.38584474885845,4.052001145095452,1.75,-233.0498183219178,-250.30070102739725,-215.79893561643834
3,0.5187,0.4302,0.6072,Beans,111.38584474885845,4.052001145095452,2,-218.60585890410957,-238.3211534246575,-198.89056438356164
3,0.5187,0.4302,0.6072,Beans,111.38584474885845,4.052001145095452,2.25,-204.16189948630137,-226.3416058219178,-181.98219315068494
